DIV,WD,County,State,Station Name,DWR Abbrev,USGS Station ID,Data Source,Status,POR Start,POR End,UTM X,UTM Y,Location Accuracy,More Information,Location
2,10,EL PASO,CO,"FOUNTAIN CREEK AT CASCADE, CO",,07100300,USGS,Historic,2013,2020,502447,4305356,GPS,https://dwr.state.co.us/Tools/Stations/6443,"(38.897087, -104.971792)"
1,8,DOUGLAS,CO,"EAST PLUM CR AT CASTLE ROCK, COLO.",EASPLUCO,06708750,USGS,Historic,1985,1989,511867.4,4359448.1,User supplied,https://dwr.state.co.us/Tools/Stations/EASPLUCO,"(39.384439, -104.862216)"
3,25,SAGUACHE,CO,"DEADMAN CREEK AT MOUTH OF CANYON NEAR CRESTONE, CO",DEDMOUCO,,DWR,Active,2011,2023,445242.4,4194337.5,User supplied,https://dwr.state.co.us/Tools/Stations/DEDMOUCO,"(37.894916, -105.622806)"
5,37,EAGLE,CO,"TURKEY CREEK AT RED CLIFF, CO.",,09063500,USGS,Historic,1913,1956,382466.4,4374696.7,User supplied,https://dwr.state.co.us/Tools/Stations/532,"(39.513884, -106.367265)"
6,58,GARFIELD,CO,"BEAR RIVER NEAR TOPONAS, CO",BEATOPCO,09236000,USGS,Historic,1952,1986,323217.9,4434684,User supplied,https://dwr.state.co.us/Tools/Stations/BEATOPCO,"(40.043879, -107.072283)"
3,20,,NM,"RIO GRANDE FLOODWAY AT SAN ACACIA, NM",RGFSANNM,08354900,USGS,Active,1958,2023,325900.3,3792201.8,User supplied,https://dwr.state.co.us/Tools/Stations/RGFSANNM,"(34.256389, -106.890833)"
2,10,EL PASO,CO,MONUMENT CREEK BELOW MONUMENT LAKE NEAR MONUMENT,MONBMNCO,,DWR,Active,2006,2023,510452,4326517,User supplied,https://dwr.state.co.us/Tools/Stations/MONBMNCO,"(39.087717, -104.879156)"
1,10,CLEAR CREEK,CO,S CLEAR CR ABV LWR CABIN CR RES SPILWY NR GEORGTWN,,06714500,USGS,Historic,2015,2023,439413,4390604,User supplied,https://dwr.state.co.us/Tools/Stations/7547,"(39.6631, -105.706328)"
1,2,,CO,FULTON DITCH SACWSD AUG RETURN,FULRTNCO,,DWR,Active,2021,2023,508404,4414244,Digitized off map,https://dwr.state.co.us/Tools/Stations/FULRTNCO,"(39.878212, -104.901731)"
1,8,,CO,MAIN RESERVOIR OUTLET TO EAST RESERVOIR,0803405B,,DWR,Active,2022,2023,490251,4393800,GPS,https://dwr.state.co.us/Tools/Stations/0803405B,"(39.693995, -105.113715)"
7,29,ARCHULETA,CO,"WEST FORK SAN JUAN RIVER NEAR PAGOSA SPRINGS, CO",WESAPSCO,09341500,USGS,Historic,1935,1998,331200.2,4140118.1,User supplied,https://dwr.state.co.us/Tools/Stations/WESAPSCO,"(37.392476, -106.906902)"
2,11,LAKE,CO,"TENNESSEE CREEK NEAR LEADVILLE, CO.",TENLEACO,07081000,USGS,Historic,1913,1924,384323.5,4346947.6,User supplied,https://dwr.state.co.us/Tools/Stations/TENLEACO,"(39.264165, -106.340864)"
4,68,OURAY,CO,"COW CREEK NEAR RIDGWAY, CO.",,09147100,USGS,Historic,1955,1973,268247.5,4225700.8,User supplied,https://dwr.state.co.us/Tools/Stations/577,"(38.149443, -107.644787)"
5,51,GRAND,CO,"ROARING FORK ABOVE LAKE GRANBY, CO.",ROAGRACO,09016000,USGS,Historic,1951,1955,434610.6,4442559.3,User supplied,https://dwr.state.co.us/Tools/Stations/ROAGRACO,"(40.130823, -105.767514)"
5,38,PITKIN,CO,"MIDDLE CUNNINGHAM CREEK FEEDER CA NR NORRIE, CO.",MICUNNCO,09078150,USGS,Historic,1979,1983,366208.3,4354391.2,User supplied,https://dwr.state.co.us/Tools/Stations/MICUNNCO,"(39.328602, -106.552268)"
1,80,JEFFERSON,CO,"NORTH FORK SOUTH PLATTE RIVER AT PINE, CO.",NORPINCO,06706500,USGS,Historic,1942,1946,472808.9,4361921.9,User supplied,https://dwr.state.co.us/Tools/Stations/NORPINCO,"(39.406385, -105.315838)"
4,28,SAGUACHE,CO,"COCHETOPA CREEK BELOW ROCK CREEK NEAR PARLIN, CO",CHETOPCO,09118450,USGS,Active,1981,2023,344991.6,4244720,User supplied,https://dwr.state.co.us/Tools/Stations/CHETOPCO,"(38.337228, -106.773618)"
4,60,SAN MIGUEL,CO,"GURLEY DITCH NEAR NORWOOD, CO.",GURDITCO,09172700,USGS,Historic,1975,1980,215428.7,4212438.9,User supplied,https://dwr.state.co.us/Tools/Stations/GURDITCO,"(38.014998, -108.241476)"
1,2,,CO,KEN MITCHEL RES INLET PUMP,KMLPINCO,,DWR,Active,2021,2023,512852.4,4424789,Digitized off map,https://dwr.state.co.us/Tools/Stations/KMLPINCO,"(39.973166, -104.849506)"
1,7,ADAMS,CO,CLEAR CREEK AND PLATTE RIVER DITCH AKA LOWER CLEAR CREEK,CLPDITCO,,DWR,Active,2016,2023,500569,4407807,GPS,https://dwr.state.co.us/Tools/Stations/CLPDITCO,"(39.820256, -104.993362)"
5,70,GARFIELD,CO,"DRY FORK NEAR DE BEQUE, CO.",,09095400,USGS,Historic,1974,1982,218977.8,4362788.9,User supplied,https://dwr.state.co.us/Tools/Stations/919,"(39.368875, -108.262037)"
2,19,LAS ANIMAS,CO,"LUNING ARROYO NEAR MODEL, CO.",LUARMOCO,07126100,DWR,Active,1966,2023,587245.9,4129102.4,User supplied,https://dwr.state.co.us/Tools/Stations/LUARMOCO,"(37.304464, -104.015528)"
1,2,WELD,CO,PLATTEVILLE DITCH DIVERSION,PLADITCO,,NCSDR,Active,2008,2023,515555,4438813,User supplied,https://dwr.state.co.us/Tools/Stations/PLADITCO,"(40.099472, -104.817516)"
5,51,GRAND,CO,"WILLOW CREEK ABOVE WILLOW CREEK RESERVOIR, CO.",WILAWICO,09020500,USGS,Historic,1953,1960,416488.1,4445481.8,User supplied,https://dwr.state.co.us/Tools/Stations/WILAWICO,"(40.155549, -105.980585)"
6,47,JACKSON,CO,"WILLIAMS DRAW NEAR WALDEN, CO",WILDRACO,06619420,USGS,Historic,1979,1983,405924.7,4510304.7,User supplied,https://dwr.state.co.us/Tools/Stations/WILDRACO,"(40.73832, -106.114193)"
1,23,PARK,CO,SOUTH FORK OF SOUTH PLATTE ABOVE ANTERO,SFKANTCO,,AURO,Active,1987,2022,415792.8,4325073,User supplied,https://dwr.state.co.us/Tools/Stations/SFKANTCO,"(39.070705, -105.97343)"
1,3,,CO,N FK CACHE LA POUDRE R ABV HALLIGAN RES,CLANHACO,06751145,USGS,Active,2022,2023,469066,4527119,Digitized off map,https://dwr.state.co.us/Tools/Stations/CLANHACO,"(40.894583, -105.367243)"
7,30,LA PLATA,CO,DURANGO CITY PIPELINE,DURPIPCO,,DWR,Active,1999,2023,259564,4136421,User supplied,https://dwr.state.co.us/Tools/Stations/DURPIPCO,"(37.343379, -107.71425)"
5,72,MESA,CO,COLORADO RIVER NEAR COLORADO-UTAH STATE LINE,COLUTACO,09163500,USGS,Active,1951,2023,151884,4339237.2,User supplied,https://dwr.state.co.us/Tools/Stations/COLUTACO,"(39.132764, -109.027066)"
1,2,,CO,NORTHGLENN NEW BRANTNER AUG RETURN,NGLNNBCO,,DWR,Active,2020,2022,509705,4430736,Digitized off map,https://dwr.state.co.us/Tools/Stations/NGLNNBCO,"(40.026789, -104.88627)"
5,51,GRAND,CO,COLORADO RIVER NEAR PARSHALL BELOW W.F. CONFLUENCE,COLPARCO,,NCWCD,Active,1995,2023,398298.2,4435404.2,User supplied,https://dwr.state.co.us/Tools/Stations/COLPARCO,"(40.062764, -106.19254)"
2,67,,CO,ARF HEADGATE 259 (WHEATRIDGE) ,ARF259CO,,DWR,Active,2017,2023,709380,4224354,,https://dwr.state.co.us/Tools/Stations/ARF259CO,"(38.142785, -102.610724)"
3,22,CONEJOS,CO,SINECERO D,2200632A,,DWR,Active,2022,2023,413319,4102542,Digitized off map,https://dwr.state.co.us/Tools/Stations/2200632A,"(37.065136, -105.975035)"
2,15,PUEBLO,CO,GREENHORN CREEK ABOVE RYE CO,GRECRKCO,,DWR,Active,2007,2023,506104,4197116,User supplied,https://dwr.state.co.us/Tools/Stations/GRECRKCO,"(37.921582, -104.93056)"
,99,,UT,"DOLORES RIVER NEAR CISCO, UT",,09180000,USGS,Historic,1950,2023,135632.5,4302639.1,User supplied,https://dwr.state.co.us/Tools/Stations/1894,"(38.797208, -109.195114)"
1,4,LARIMER,CO,DILLE TUNNEL NEAR DRAKE,DILTUNCO,,NWBOR,Active,1950,2023,479321.6,4474214.5,User supplied,https://dwr.state.co.us/Tools/Stations/DILTUNCO,"(40.418301, -105.243749)"
1,9,JEFFERSON,CO,"BEAR CREEK ABOVE BEAR CREEK LAKE NEAR MORRISON, CO",BCRABCCO,06710605,USGS,Active,1986,2022,485136.6,4389151.2,User supplied,https://dwr.state.co.us/Tools/Stations/BCRABCCO,"(39.652032, -105.173256)"
1,3,,CO,NEW SAND CREEK LATERAL DITCH,NSCDITCO,,DWR,Active,2020,2023,529744,4477716,Digitized off map,https://dwr.state.co.us/Tools/Stations/NSCDITCO,"(40.449576, -104.649244)"
1,2,WELD,CO,SORIN AUG UNION DITCH RETURN,UNISRNCO,,DWR,Active,2016,2023,518377,4464864,Digitized off map,https://dwr.state.co.us/Tools/Stations/UNISRNCO,"(40.334119, -104.783663)"
,99,,AZ,"PARIA RIVER AT LEES FERRY, ARIZ.",,09382000,USGS,Historic,1923,2023,-88107.5,4101056,User supplied,https://dwr.state.co.us/Tools/Stations/1914,"(36.87221, -111.594605)"
4,59,GUNNISON,CO,"TAYLOR PARK RESERVOIR AT TAYLOR PARK, CO.",TAYRESCO,09108500,USGS,Active,1988,2002,360469,4297894,User supplied,https://dwr.state.co.us/Tools/Stations/TAYRESCO,"(38.818789, -106.607239)"
1,23,PARK,CO,SOUTH PLATTE RIVER ABOVE ELEVENMILE RESERVOIR,PLAHARCO,06695000,DWR,Active,1939,2023,449621,4313364.5,User supplied,https://dwr.state.co.us/Tools/Stations/PLAHARCO,"(38.967805, -105.581544)"
1,80,DOUGLAS,CO,"SOUTH PLATTE RIVER ABOVE CHEESMAN LAKE, CO.",SPACHECO,06700000,USGS,Active,1924,2023,473194.5,4334885.3,User supplied,https://dwr.state.co.us/Tools/Stations/SPACHECO,"(39.162772, -105.31029)"
1,3,LARIMER,CO,"CACHE LA POUDRE RIVER AT FORT COLLINS, CO",CLAFORCO,06752260,USGS,Active,1975,2023,494142,4493034,User supplied,https://dwr.state.co.us/Tools/Stations/CLAFORCO,"(40.588087, -105.069235)"
1,23,PARK,CO,SOUTH PLATTE RIVER BELOW ANTERO RESERVOIR UPPER GAGE,PLAANTC2,,DWR,Historic,2000,2004,422923.8,4316412.7,,https://dwr.state.co.us/Tools/Stations/PLAANTC2,"(38.993335, -105.890027)"
5,36,SUMMIT,CO,"BLUE RIVER AT BLUE RIVER, CO.",BLUABLCO,09046490,USGS,Active,1983,2023,411239.6,4367869.3,User supplied,https://dwr.state.co.us/Tools/Stations/BLUABLCO,"(39.455824, -106.031692)"
2,10,EL PASO,CO,"BURKE DITCH AUG STATION NEAR PINON, CO",BURAUGCO,,DWR,Historic,2008,2013,532614,4265176.9,,https://dwr.state.co.us/Tools/Stations/BURAUGCO,"(38.534407, -104.62581)"
1,7,JEFFERSON,CO,MANHART DITCH,MAHDITCO,,DWR,Active,2015,2023,494187,4405874,GPS,https://dwr.state.co.us/Tools/Stations/MAHDITCO,"(39.80282, -105.067915)"
1,8,JEFFERSON,CO,CITY DITCH,CTYDITCO,,DWR,Active,2015,2023,496275,4379026,Digitized off map,https://dwr.state.co.us/Tools/Stations/CTYDITCO,"(39.560923, -105.043373)"
6,57,ROUTT,CO,"FISH CREEK NEAR MILNER, CO.",FISMILCO,09244100,USGS,Historic,1955,1973,318282.9,4467041.3,User supplied,https://dwr.state.co.us/Tools/Stations/FISMILCO,"(40.334148, -107.139231)"
1,64,SEDGWICK,CO,SOUTH PLATTE RIVER AT JULESBURG (LEFT CHAN. #4),PLAJULCO,06763980,DWR,Historic,1980,2012,730974,4540104.9,,https://dwr.state.co.us/Tools/Stations/PLAJULCO,"(40.979446, -102.254641)"
2,10,,CO,"PINE CREEK ABV BRIARGATE PKWY,ABV COLO SPRINGS, CO",,07103965,USGS,Historic,2018,2023,517845,4313191,User supplied,https://dwr.state.co.us/Tools/Stations/8524,"(38.967513, -104.794022)"
4,40,DELTA,CO,"LEROUX CREEK NEAR CEDAREDGE, CO.",LERCEDCO,09134500,USGS,Historic,1936,1969,257820.1,4312317.3,User supplied,https://dwr.state.co.us/Tools/Stations/LERCEDCO,"(38.926374, -107.793684)"
1,23,PARK,CO,JEFFERSON LAKE RES,2303981A,,DWR,Historic,2011,2011,425653.8,4367007.9,,https://dwr.state.co.us/Tools/Stations/2303981A,"(39.449432, -105.864077)"
2,10,,CO,"LEHMAN RUN BLW STADIUM BLVD AT USAFA, CO",,07103791,USGS,Historic,2018,2022,514042.4,4316797,User supplied,https://dwr.state.co.us/Tools/Stations/8849,"(39.000078, -104.837847)"
1,2,WELD,CO,FT. SAINT VRAIN POWER PLANT RETURN TO ST. VRAIN CREEK,SVPPRTCO,,NWSDR,Active,2014,2023,510352,4455149,User supplied,https://dwr.state.co.us/Tools/Stations/SVPPRTCO,"(40.246732, -104.878296)"
5,51,GRAND,CO,COLORADO RIVER AT K BARGER DITCH NEAR KREMMLING,COLKBDCO,,NCWCD,Active,1992,2023,390181.2,4434500.2,User supplied,https://dwr.state.co.us/Tools/Stations/COLKBDCO,"(40.053603, -106.287543)"
1,8,,CO,COTTONWOOD LAKE,CTWRESCO,,DWR,Active,2020,2020,490134,4392200,Digitized off map,https://dwr.state.co.us/Tools/Stations/CTWRESCO,"(39.679577, -105.115056)"
4,40,DELTA,CO,"COTTONWOOD CREEK NEAR GRAND MESA, CO",,09140700,USGS,Historic,1957,1968,244422.6,4318405.3,User supplied,https://dwr.state.co.us/Tools/Stations/1043,"(38.977364, -107.950312)"
1,7,,CO,HAINES PIQUETTE DITCH ,HPQDITCO,,DWR,Active,2022,2023,480269.2,4408763,GPS,https://dwr.state.co.us/Tools/Stations/HPQDITCO,"(39.828641, -105.230586)"
3,20,ALAMOSA,CO,EXCELSIOR CANAL NEAR RIO GRANDE-ALAMOSA COUNTY LINE,EXLCANCO,,DWR,Active,1999,2023,409187.4,4158734.5,User supplied,https://dwr.state.co.us/Tools/Stations/EXLCANCO,"(37.571175, -106.028384)"
3,20,RIO GRANDE,CO,EMPIRE CANAL NEAR MONTE VISTA,EMPCANCO,,DWR,Active,1998,2023,402388.8,4159884,User supplied,https://dwr.state.co.us/Tools/Stations/EMPCANCO,"(37.580843, -106.105506)"
1,8,ARAPAHOE,CO,"LITTLE DRY CREEK NR ARAPAHOE RD AT CENTENNIAL, CO",,06711515,USGS,Historic,2013,2022,508028,4382672,User supplied,https://dwr.state.co.us/Tools/Stations/5964,"(39.593746, -104.906513)"
5,37,EAGLE,CO,"BEAVER CREEK AT AVON, CO",BEAVONCO,09067000,USGS,Active,1974,2022,369311,4387767,GPS,https://dwr.state.co.us/Tools/Stations/BEAVONCO,"(39.629709, -106.522821)"
2,10,EL PASO,CO,WALDO CANYON ABOVE MOUTH NEAR MANITOU,WALCAMCO,,USGS,Active,2019,2023,505573.2,4309910.5,User supplied,https://dwr.state.co.us/Tools/Stations/WALCAMCO,"(38.938111, -104.935707)"
5,38,PITKIN,CO,"HUNTER CREEK NEAR ASPEN, CO",HUNTASCO,09074000,USGS,Active,1950,2016,344794.8,4341156.2,User supplied,https://dwr.state.co.us/Tools/Stations/HUNTASCO,"(39.205824, -106.797546)"
1,7,CLEAR CREEK,CO,AUGUST P. GUMLICK TUNNEL NEAR JONES PASS,APGTUNCO,,DWR,Historic,1940,1999,427081.5,4402605.5,User supplied,https://dwr.state.co.us/Tools/Stations/APGTUNCO,"(39.770272, -105.851402)"
5,37,EAGLE,CO,"EAGLE RIVER AT RED CLIFF, CO.",EAGREDCO,09063000,USGS,Active,1910,2023,382504.7,4374079.3,User supplied,https://dwr.state.co.us/Tools/Stations/EAGREDCO,"(39.508322, -106.366703)"
5,36,SUMMIT,CO,"MONTE CRISTO CREEK NEAR HOOSIER PASS, CO.",MONTCRCO,09043000,USGS,Historic,1953,1958,408442,4359669.5,User supplied,https://dwr.state.co.us/Tools/Stations/MONTCRCO,"(39.381665, -106.063086)"
2,11,CHAFFEE,CO,"SOUTH ARKANSAS RIVER AT MOUTH AT SALIDA,",SARKMOCO,,DWR,Historic,1970,1976,413721.7,4264130,User supplied,https://dwr.state.co.us/Tools/Stations/SARKMOCO,"(38.521387, -105.989742)"
5,36,SUMMIT,CO,"ELLIOTT CREEK FEEDER CANAL TO GREEN MTN RES, CO",GREELCCO,09056500,USGS,Active,2003,2022,386209.8,4414589.2,User supplied,https://dwr.state.co.us/Tools/Stations/GREELCCO,"(39.873729, -106.330606)"
1,80,,CO,CIRCLE C RANCH BAILEY CO; N & S SIDE TAIL DITCH,8002400A,,DWR,Active,2021,2023,460085,4361498,GPS,https://dwr.state.co.us/Tools/Stations/8002400A,"(39.402069, -105.4636)"
5,37,EAGLE,CO,"GORE CREEK NEAR MINTURN, CO.",,09066500,USGS,Historic,1944,1956,376388.9,4385985.5,User supplied,https://dwr.state.co.us/Tools/Stations/1311,"(39.614718, -106.44004)"
1,1,WELD,CO,"LONETREE CREEK NEAR NUNN, CO.",LONNUNCO,06753500,USGS,Historic,1951,1957,517655.6,4512874.3,User supplied,https://dwr.state.co.us/Tools/Stations/LONNUNCO,"(40.766651, -104.79081)"
7,34,MONTEZUMA,CO,MANCOS RIVER NEAR MANCOS,MANMANCO,,DWR,Active,1953,2023,211319.9,4139139.8,GPS,https://dwr.state.co.us/Tools/Stations/MANMANCO,"(37.354108, -108.259189)"
2,11,CHAFFEE,CO,PONCHA CREEK AT PONCHA SPRINGS,PNCKPSCO,,UAWCD,Active,2012,2023,405343,4260171,User supplied,https://dwr.state.co.us/Tools/Stations/PNCKPSCO,"(38.484863, -106.085311)"
3,20,MINERAL,CO,GOOSE CREEK ABOVE HUMPHREYS RESERVOIR,GOOHUMCO,,DWR,Historic,2013,2013,336033.4,4171537,User supplied,https://dwr.state.co.us/Tools/Stations/GOOHUMCO,"(37.676394, -106.859348)"
2,16,HUERFANO,CO,GOMEZ DITCH CITY RETURN FLOW,GOMRETCO,,DWR,Active,2016,2023,518450,4163347,User supplied,https://dwr.state.co.us/Tools/Stations/GOMRETCO,"(37.617048, -104.790949)"
1,7,JEFFERSON,CO,FARMERS HIGHLINE RETURN TO RALSTON FOR WESTMINSTER,FHLRALCO,,DWR,Active,2015,2023,484663.5,4407853.1,Digitized off map,https://dwr.state.co.us/Tools/Stations/FHLRALCO,"(39.820532, -105.179205)"
2,67,,CO,"ARF HEADGATE 205 (WILEY DRAIN, EAST)",ARF205CO,,DWR,Active,2018,2023,696576,4234583,,https://dwr.state.co.us/Tools/Stations/ARF205CO,"(38.237784, -102.753898)"
5,51,,CO,"HAMILTON CREEK NEAR TABERNASH, CO",,09032200,USGS,Historic,2018,2022,436250,4427722,User supplied,https://dwr.state.co.us/Tools/Stations/8628,"(39.997283, -105.746816)"
5,72,MESA,CO,OWENS CREEK DITCH DIVERSION TO WE,OWECRKCO,,DWR,Historic,1969,1970,276547.8,4339381.8,User supplied,https://dwr.state.co.us/Tools/Stations/OWECRKCO,"(39.174985, -107.586738)"
6,43,RIO BLANCO,CO,"WHITE RIVER BELOW BOISE CREEK, NEAR RANGELY, CO.",WHIBOICO,09306290,USGS,Active,1982,2023,196426.4,4453799.9,User supplied,https://dwr.state.co.us/Tools/Stations/WHIBOICO,"(40.179699, -108.565395)"
1,80,,CO,HARRIS PARK RESERVOIR #1 OUTLET,HP1OUTCO,,DWR,Active,2020,2023,457557,4372793,GPS,https://dwr.state.co.us/Tools/Stations/HP1OUTCO,"(39.50372, -105.493679)"
2,67,BENT,CO,"FORT LYON CANAL NEAR BIG BEND, CO",FLYBIGCO,07122350,USGS,Historic,1988,1990,694340.8,4236781.4,User supplied,https://dwr.state.co.us/Tools/Stations/FLYBIGCO,"(38.258065, -102.778816)"
4,60,MONTROSE,CO,SAN MIGUEL RIVER AT BROOKS BRIDGE NEAR NUCLA CO,SANBROCO,09174600,USGS,Active,1995,2023,193507.9,4238707.4,User supplied,https://dwr.state.co.us/Tools/Stations/SANBROCO,"(38.244158, -108.502044)"
5,37,EAGLE,CO,"EAGLE RIVER BELOW GYPSUM, CO.",EAGGYPCO,09070000,USGS,Active,1946,2023,332380.8,4390672.4,User supplied,https://dwr.state.co.us/Tools/Stations/EAGGYPCO,"(39.649433, -106.953663)"
2,19,,CO,JOHNS DURAN FARM DITCH,JDFDITCO,,DWR,Active,2019,2023,549236,4120981,User supplied,https://dwr.state.co.us/Tools/Stations/JDFDITCO,"(37.234055, -104.444944)"
5,52,EAGLE,CO,"DICKSON CREEK NEAR VAIL, CO.",DICKVACO,09058610,USGS,Historic,1971,2004,375071.8,4395932.2,User supplied,https://dwr.state.co.us/Tools/Stations/DICKVACO,"(39.704115, -106.457259)"
3,35,ALAMOSA,CO,"LITTLE SPRING CREEK AT MEDANO RANCH NEAR MOSCA, CO",LITSPGCO,,DWR,Active,1999,2023,442690.8,4174161.5,User supplied,https://dwr.state.co.us/Tools/Stations/LITSPGCO,"(37.712921, -105.650222)"
1,2,WELD,CO,PLUMB DITCH,PLMDITCO,,NWSDR,Active,2015,2023,532812,4473102,User supplied,https://dwr.state.co.us/Tools/Stations/PLMDITCO,"(40.407893, -104.613303)"
6,43,RIO BLANCO,CO,"BOX ELDER GULCH TRIBUTARY NEAR RANGELY, CO.",BOXEGUCO,09306241,USGS,Historic,1974,1982,202083.4,4424014.6,User supplied,https://dwr.state.co.us/Tools/Stations/BOXEGUCO,"(39.91387, -108.485388)"
1,3,LARIMER,CO,HORSETOOTH RESERVOIR (OUTFLOW),HOROUTCO,,NWBOR,Active,2000,2023,485501,4494428.2,User supplied,https://dwr.state.co.us/Tools/Stations/HOROUTCO,"(40.600539, -105.171379)"
1,2,WELD,CO,LOWER LATHAM DITCH,LLADIVCO,,NCSDR,Active,2008,2023,525271,4467925,User supplied,https://dwr.state.co.us/Tools/Stations/LLADIVCO,"(40.361516, -104.702382)"
1,5,,CO,PECK-PELLA AUGMENTATION RETURN,PECRTNCO,,DWR,Active,2019,2023,485654,4445607,GPS,https://dwr.state.co.us/Tools/Stations/PECRTNCO,"(40.160705, -105.168471)"
5,72,MESA,CO,"BADGER WASH OBSERVATION RES 12 NEAR MACK, CO.",BADORMCO,09160500,USGS,Historic,1976,1982,161138.6,4360027.9,User supplied,https://dwr.state.co.us/Tools/Stations/BADORMCO,"(39.323318, -108.930669)"
5,51,GRAND,CO,"WILLIAMS FORK NEAR SCHOLL, CO.",WILSCHCO,09037000,USGS,Historic,1910,1917,406019.3,4417821,User supplied,https://dwr.state.co.us/Tools/Stations/WILSCHCO,"(39.90527, -106.09948)"
1,4,BOULDER,CO,LITTLE THOMPSON #2 DITCH,LITTH2CO,,NCWCD,Active,2009,2023,482184,4456167.5,User supplied,https://dwr.state.co.us/Tools/Stations/LITTH2CO,"(40.255787, -105.209511)"
2,17,CROWLEY,CO,HOLBROOK CANAL AT MILE 3.4 NEAR ROCKY FORD,HOLCANCO,,DWR,Active,1985,2023,606317,4219257,User supplied,https://dwr.state.co.us/Tools/Stations/HOLCANCO,"(38.114896, -103.7872)"
,99,,NM,"SAN JUAN RIVER AT SHIPROCK, NM",,09368000,USGS,Historic,1934,2023,171275.6,4076428.3,GPS,https://dwr.state.co.us/Tools/Stations/2724,"(36.776667, -108.683056)"
1,6,WELD,CO,SOUTH PLATTE SUPPLY CANAL SADDLE 8FT FLUME,SPSCSFCO,,LPWCD,Active,2012,2023,503801,4440485,GPS,https://dwr.state.co.us/Tools/Stations/SPSCSFCO,"(40.114672, -104.955406)"
2,67,,CO,MAY VALLEY INLET,MAYVINCO,,DWR,Active,2021,2023,709475,4224841,Digitized off map,https://dwr.state.co.us/Tools/Stations/MAYVINCO,"(38.147148, -102.609498)"
1,8,DOUGLAS,CO,"BIG DRY CREEK BELOW C-470 AT HIGHLANDS RANCH, CO",BIGDHICO,06710150,USGS,Active,2003,2023,506205.6,4379294.5,User supplied,https://dwr.state.co.us/Tools/Stations/BIGDHICO,"(39.563323, -104.927764)"
4,41,MONTROSE,CO,WEST CANAL TUNNEL,WSTTUNCO,,DWR,Active,2016,2022,251754,4253146,User supplied,https://dwr.state.co.us/Tools/Stations/WSTTUNCO,"(38.3921, -107.842433)"
5,51,,CO,"HURD CREEK NEAR TABERNASH, CO",,09032300,USGS,Historic,2018,2022,434994,4429506,User supplied,https://dwr.state.co.us/Tools/Stations/8618,"(40.013259, -105.761707)"
5,39,GARFIELD,CO,"EAST MIDDLE FORK PARACHUTE CR NR RIO BLANCO, CO.",EMIPARCO,09092850,USGS,Historic,1976,1983,239905.8,4390060.2,User supplied,https://dwr.state.co.us/Tools/Stations/EMIPARCO,"(39.620814, -108.030084)"
6,44,ROUTT,CO,"NORTH FORK ELKHEAD CREEK NEAR ELKHEAD, CO.",NOFELKCO,09245500,USGS,Historic,1958,1973,306702.5,4505809.2,User supplied,https://dwr.state.co.us/Tools/Stations/NOFELKCO,"(40.680531, -107.287298)"
5,51,GRAND,CO,"COLORADO RIVER AT WINDY GAP, NEAR GRANBY, CO.",COLAWICO,09034250,USGS,Active,1981,2023,414417.9,4440262.8,User supplied,https://dwr.state.co.us/Tools/Stations/COLAWICO,"(40.108327, -106.004194)"
2,10,EL PASO,CO,"BEAR CREEK NEAR COLORADO SPRINGS, CO",BEARCOCO,07105000,USGS,Active,1992,2023,509671.5,4297084.4,User supplied,https://dwr.state.co.us/Tools/Stations/BEARCOCO,"(38.822494, -104.888591)"
1,4,LARIMER,CO,"FISH CREEK NEAR ESTES PARK, CO.",FISHESCO,06734500,NWBOR,Historic,1947,2012,458069.5,4468786,User supplied,https://dwr.state.co.us/Tools/Stations/FISHESCO,"(40.368601, -105.49389)"
7,30,SAN JUAN,CO,"MINERAL CREEK ABOVE SILVERTON, CO.",MINSILCO,09358900,USGS,Historic,1968,1975,260168,4192797.4,User supplied,https://dwr.state.co.us/Tools/Stations/MINSILCO,"(37.851109, -107.725906)"
1,4,LARIMER,CO,CHARLES HANSEN FEEDER CANAL WASTEWAY TO BIG THOMPSON,HFCWASCO,06738100,NWBOR,Active,1953,2023,480863.9,4474471,User supplied,https://dwr.state.co.us/Tools/Stations/HFCWASCO,"(40.420653, -105.225581)"
6,47,JACKSON,CO,"BUSH DRAW NEAR WALDEN, CO.",BUSWALCO,06619415,USGS,Historic,1981,1983,407502.4,4510778.2,User supplied,https://dwr.state.co.us/Tools/Stations/BUSWALCO,"(40.742759, -106.095589)"
6,44,MOFFAT,CO,"DEEP ROCK GULCH NR HAMILTON, CO",DEEPGUCO,09249455,USGS,Historic,1985,1986,285787.8,4463761.4,User supplied,https://dwr.state.co.us/Tools/Stations/DEEPGUCO,"(40.296922, -107.520348)"
6,43,RIO BLANCO,CO,"BLACK SULPHUR CREEK NEAR RIO BLANCO, CO.",BLACSUCO,09306175,USGS,Historic,1975,1983,218818.9,4418654.3,User supplied,https://dwr.state.co.us/Tools/Stations/BLACSUCO,"(39.871365, -108.287597)"
6,55,MOFFAT,CO,"YAMPA RIVER AT DEERLODGE PARK, CO",YAMDEECO,09260050,USGS,Active,1982,2023,201060,4483856.7,User supplied,https://dwr.state.co.us/Tools/Stations/YAMDEECO,"(40.451643, -108.525113)"
,99,,AZ,"COLORADO RIVER AT YUMA, AZ",,09521000,USGS,Historic,1904,1983,-403314.2,3662512.6,User supplied,https://dwr.state.co.us/Tools/Stations/1932,"(32.729214, -114.621619)"
